movieId,actor
10,Simon Kunz
10,Billy J. Mitchell
10,Constantine Gregory
10,Minnie Driver
10,Michelle Arthur
10,Ravil Isyanov
11,Michael Douglas
11,Annette Bening
11,Michael J. Fox
11,Martin Sheen
11,Anna Deavere Smith
11,Shawna Waldron
11,Samantha Mathis
11,David Paymer
11,Richard Dreyfuss
11,Nina Siemaszko
11,Wendie Malick
11,Beau Billingslea
11,Gail Strickland
11,Joshua Malina
11,Clement von Franckenstein
11,John Mahoney
11,John Mahon
11,Gabriel Jarret
12,Leslie Nielsen
12,Mel Brooks
12,Amy Yasbeck
12,Peter MacNicol
12,Lysette Anthony
12,Harvey Korman
12,Steven Weber
12,Mark Blankfield
12,Megan Cavanagh
12,Gregg Binkley
12,Anne Bancroft
13,Kevin Bacon
13,Bob Hoskins
13,Bridget Fonda
13,Jim Cummings
13,Phil Collins
13,Juliette Brewer
13,Jack Angel
13,Danny Mann
13,Robbie Rist
13,Sandra Dickinson
13,Frank Welker
13,Miriam Margolyes
13,Lola Bates-Campbell
14,Anthony Hopkins
14,Joan Allen
14,Powers Boothe
14,Ed Harris
14,Bob Hoskins
14,E.G. Marshall
14,David Paymer
14,David Hyde Pierce
14,Paul Sorvino
14,Mary Steenburgen
14,J.T. Walsh
14,James Woods
14,Brian Bedford
14,Kevin Dunn
14,Fyvush Finkel
14,Annabeth Gish
14,Larry Hagman
14,Madeline Kahn
14,Dan Hedaya
14,Bridgette Wilson
14,Tom Bower
14,Tony Goldwyn
14,Edward Herrmann
14,Tony Lo Bianco
14,Saul Rubinek
14,Robert Beltran
14,John Cunningham
14,John Diehl
14,John C. McGinley
14,Michael Chiklis
14,Ric Young
14,Boris Sichkin
14,Sam Waterston
14,Marley Shelton
15,Geena Davis
15,Matthew Modine
15,Frank Langella
15,Maury Chaykin
15,Patrick Malahide
15,Stan Shaw
15,Rex Linn
15,Paul Dillon
15,Christopher Masterson
15,Jimmie F. Skaggs
15,Harris Yulin
15,Carl Chase
15,Peter Geeves
15,Angus Wright
15,Ken Bones
15,Mary Peach
15,Thomas Lockyer
15,Roger Booth
15,George Murcell
15,Simon Atherton
15,Dickey Beer
15,Christopher Halliday
15,Chris Johnston
15,Richard Leaf
15,Tam White
15,Rupert Vansittart
15,Nick Bartlett
15,David Bailie
15,Kwame Kwei-Armah
15,Ramon Tikaram
15,Christopher Adamson
16,Robert De Niro
16,Sharon Stone
16,Joe Pesci
16,James Woods
16,Don Rickles
16,Alan King
16,Kevin Pollak
16,Pasquale Cajano
16,L.Q. Jones
16,Dick Smothers
16,Frank Vincent
16,Oscar Goodman
16,Richard Riehle
16,Catherine Scorsese
16,Vinny Vella
16,Nobu Matsuhisa
16,Erika von Tagen
16,Nick Mazzola
16,David Rose
16,John Bloom
16,Joseph Rigano
16,Philip Suriano
16,Melissa Prophet
16,Bill Allison
16,Joe La Due
16,Joseph P. Reidy
16,Craig Vincent
16,Carl Ciarfalio
16,Gene Ruffini
16,Dominick Grieco
16,Clem Caserta
16,Daniel P. Conte
16,Joey DePinto
16,Jack Orend
16,Paul Herman
16,Jed Mills
16,Claudia Haro
16,Ffolliott Le Coque
16,John Manca
16,Ronald Maccone
16,Joseph Bono
16,Frank Adonis
16,Anthony Russell
16,Stuart Nisbet
16,Alfred Nittoli
17,Kate Winslet
17,Emma Thompson
17,Hugh Grant
17,Tom Wilkinson
17,Alan Rickman
17,Imogen Stubbs
17,Greg Wise
17,Hugh Laurie
17,Imelda Staunton
17,Robert Hardy
17,Oliver Ford Davies
17,James Fleet
17,Harriet Walter
17,Gemma Jones
17,Emilie François
17,Elizabeth Spriggs
17,Richard Lumsden
18,Tim Roth
18,Antonio Banderas
18,Jennifer Beals
18,Madonna
18,Marisa Tomei
18,Bruce Willis
18,Quentin Tarantino
18,Sammi Davis
18,Amanda de Cadenet
18,Valeria Golino
18,Lili Taylor
18,Lawrence Bender
18,Ione Skye
18,Alicia Witt
18,David Proval
18,Lana McKissack
18,Tamlyn Tomita
18,Kathy Griffin
18,Paul Calderon
18,Salma Hayek
18,Patricia Vonne
18,Danny Verduzco
18,Kimberly Blair
18,Marc Lawrence
19,Jim Carrey
19,Ian McNeice
19,Simon Callow
19,Maynard Eziashi
19,Bob Gunton
19,Sophie Okonedo
19,Tommy Davidson
19,Adewale Akinnuoye-Agbaje
19,Danny D. Daniels
19,Sam Motoana Phillips
19,Damon Standifer
19,Andrew Steel
19,Bruce Spence
19,Tom Grunke
19,Arsenio 'Sonny' Trinidad
20,Wesley Snipes
20,Woody Harrelson
20,Jennifer Lopez
20,Robert Blake
20,Chris Cooper
20,Joe Grifasi
20,Scott Sowers
20,Skipp Sudduth
20,Aida Turturro
20,Vincent Pastore
20,Enrico Colantoni
20,Bill Nunn
20,Katie Gill
20,Jeremy Roberts
20,Joe Bacino
21,John Travolta
21,Gene Hackman
21,Rene Russo
21,Danny DeVito
21,Dennis Farina
21,Delroy Lindo
21,James Gandolfini
21,Jon Gries
21,Renee Props
21,David Paymer
21,Martin Ferrero
21,Miguel Sandoval
21,Jacob Vargas
21,Bobby Slayton
21,Linda Hart
21,Jeffrey J. Stephen
22,Sigourney Weaver
22,Holly Hunter
22,Will Patton
22,William McNamara
22,Harry Connick Jr.
22,J.E. Freeman
22,Dermot Mulroney
22,John Rothman
22,Shannon O'Hurley
22,Bob Greene
22,Tony Haney
22,Danny Kovacs
22,Tahmus Rounds
22,Scott Devenney
22,David Michael Silverman
23,Sylvester Stallone
23,Antonio Banderas
23,Julianne Moore
23,Anatoli Davydov
23,Muse Watson
23,Steve Kahan
23,Kelly Rowan
23,Reed Diamond
23,Kai Wulff
23,Kerry Skalsky
23,James Douglas Haskins
23,Stephen Liska
23,John Harms
23,Edward J. Rosen
23,Christina Orchid
23,Choco Orta
23,Germán Legarreta
24,Mary Steenburgen
24,Sean Patrick Flanery
24,Lance Henriksen
24,Jeff Goldblum
24,Brandon Smith
25,Nicolas Cage
25,Elisabeth Shue
25,Julian Sands
25,Richard Lewis
25,Steven Weber
25,Kim Adams
25,Emily Procter
25,Stuart Reynolds 
25,Valeria Golino
25,Graham Beckel
25,Mariska Hargitay
25,Laurie Metcalf
25,Shawnee Smith
25,David Kriegel
26,Laurence Fishburne
26,Irène Jacob
26,Kenneth Branagh
26,Nathaniel Parker
26,Indra Ové
26,Michael Maloney
26,Anna Patrick
26,Nicholas Farrell
26,Michael Sheen
27,Christina Ricci
27,Rosie O'Donnell
27,Thora Birch
27,Melanie Griffith
27,Gaby Hoffmann
27,Demi Moore
27,Ashleigh Aston Moore
27,Rita Wilson
27,Walter Sparrow
27,Devon Sawa
27,Cloris Leachman
27,Janeane Garofalo
27,Hank Azaria
27,Bonnie Hunt
27,Lolita Davidovich
27,Brendan Fraser
28,Amanda Root
28,Ciarán Hinds
28,Susan Fleetwood
28,Fiona Shaw
28,John Woodvine
28,Phoebe Nicholls
28,Samuel West
28,Sophie Thompson
28,Judy Cornwell
28,Simon Russell Beale
28,Felicity Dean
28,Roger Hammond
28,Victoria Hamilton
28,Corin Redgrave
28,Emma Roberts
28,Robert Glenister
28,Richard McCabe
28,Helen Schlesinger
28,Jane Wood
28,David Collings
28,Darlene Johnson
28,Cinnamon Faye
28,Isaac Maxwell-Hunt
28,Roger Llewellyn
28,Sally George
28,Lonnie James
29,Ron Perlman
29,Dominique Pinon
29,Judith Vittet
29,Daniel Emilfork
29,Jean-Claude Dreyfus
29,Geneviève Brunet
29,Odile Mallet
29,Mireille Mossé
29,Serge Merlin
29,Rufus
29,Ticky Holgado
29,Cris Huerta
29,Jean-Louis Trintignant
29,Joseph Lucien
29,Mapi Galán
29,Briac Barthélémy
29,Pierre-Quentin Faesch
29,Alexis Pivot
29,François Hadji-Lazaro
29,Dominique Bettenfeld
29,Lotfi Yahya Jedidi
29,Thierry Gibault
29,Marc Caro
29,Ham-Chau Luong
29,Frankie Pain
29,Enrique Villanueva
29,Dominique Chevalier
29,Lorella Cravotta
29,Éric Houzelot
29,Philippe Beautier
29,Marc Amyot
29,Jean-Philippe Labadie
29,Raphaèle Bouchard
29,Elisabeth Etienne
29,Rachel Boulenger
29,Michel Motu
29,Nane Germon
30,Gong Li
30,Li Bao-Tian
30,Wang Xiaoxiao
30,Li Xuejian
30,Chun Sung
30,Fu Biao
31,Michelle Pfeiffer
31,George Dzundza
31,Courtney B. Vance
31,Robin Bartlett
31,John Neville
31,Beatrice Winde
31,Lorraine Toussaint
31,Renoly Santiago
31,Wade Dominguez
31,Bruklin Harris
31,Mercello Thedford
31,Roberto Alvarez
31,Richard Grant
31,Marisela Gonzales
31,Toni Nichelle Buzhardt
32,Bruce Willis
32,Madeleine Stowe
32,Brad Pitt
32,Christopher Plummer
32,David Morse
32,Jon Seda
32,Frank Gorshin
32,Joseph Melito
32,Aaron Michael Lacey
32,Christopher Meloni
32,Joey Perillo
32,LisaGay Hamilton
32,Matt Ross
32,Annie Golden
32,Michael Chance
32,Vernon Campbell
32,H. Michael Walls
32,Bob Adrian
32,Simon Jones
32,Carol Florence
32,Bill Raymond
32,Ernest Abuba
32,Irma St. Paule
32,Rozwill Young
32,Nell Johnson
32,Frederick Strother
32,Charles Techman
32,Rick Warner
32,Anthony 'Chip' Brienza
32,Bruce Kirkpatrick
32,Wilfred Williams
32,Joilet Harris
32,Drucie McDaniel
32,John Blaisse
32,Louis Lippa
32,Stan Kang
32,Pat Dias
32,Felix Pire
32,Karl Warren
32,Joseph McKenna
32,Stephen Bridgewater
32,Ray Huffman
32,Charley Scalies
32,Robert O'Neill
32,Paul Meshejian
32,Kevin Thigpen
32,Harry O'Toole
32,Jann Ellis
32,Michael Ryan Segal
32,Korchenko
32,Chuck Jeffreys
32,Barry Price
32,John Panzarella
32,Janet Zappala
32,Lisa Talerico
32,Tiffany Baldwin
32,C.J. Byrnes
32,Tom Detrik
32,Joe Gerety
32,Renee Spei
32,Bonnie Loev
32,Raymond Mamrak
32,Sal Mazzotta
32,Allelon Ruggiero
32,Thang
34,Christine Cavanaugh
34,Miriam Margolyes
34,Danny Mann
34,Hugo Weaving
34,Miriam Flynn
34,James Cromwell
34,Russi Taylor
34,Evelyn Krape
34,Michael Edward-Stevens
34,Charles Bartlett
34,Paul Livingston
34,Roscoe Lee Browne
34,Magda Szubanski
34,Zoe Burton
34,Paul Goddard
34,Wade Hayward
34,Brittany Byrnes
34,Mary Acres
35,Emma Thompson
35,Jonathan Pryce
35,Steven Waddington
35,Samuel West
35,Rufus Sewell
35,Penelope Wilton
35,Janet McTeer
35,Jeremy Northam
35,Alex Kingston
35,Richard Clifford
35,David Ryall
35,Stephen Boxer
36,Susan Sarandon
36,Sean Penn
36,Robert Prosky
36,Raymond J. Barry
36,R. Lee Ermey
36,Celia Weston
36,Lois Smith
36,Scott Wilson
36,Roberta Maxwell
36,Margo Martindale
36,Jack Black
36,Ray Aranha
36,Peter Sarsgaard
36,Barton Heyman
36,Steve Boles
36,Nesbitt Blaisdell
36,Larry Pine
36,Kevin Cooney
36,Clancy Brown
36,Michael Cullen
36,Missy Yager
36,Jenny Krochmal
36,Jon Abrahams
36,Arthur Bridgers
36,Steve Carlisle
36,Eva Amurri Martino
36,Jack Henry Robbins
36,Dennis Neal
36,Molly Bryant
36,Adele Robbins
36,Pete Burris
36,Joan Glover
36,Lenore Banks
36,Scott Sowers
36,Cortez Nance Jr.
36,Adam Nelson
36,Jeremy Knaster
36,Marcus Lyle Brown
36,Anthony Michael Frederick
36,Thomas McGowan
36,Codie Scott
36,Helen Prejean
37,Peter Reznick
37,John McDonough
37,Avi Hoffman
37,Matt Malloy
37,Abby Lewis
38,Kirstie Alley
38,Steve Guttenberg
38,Ashley Olsen
38,Mary-Kate Olsen
38,Jane Sibbett
38,Philip Bosco
38,Michelle Grisom
38,Desmond Robertson
38,Tiny Mills
38,Shanelle Henry
38,Michèle Lonsdale Smith
38,Sean Orr
38,Elizabeth Walsh
39,Alicia Silverstone
39,Stacey Dash
39,Brittany Murphy
39,Paul Rudd
39,Donald Faison
39,Elisa Donovan
39,Breckin Meyer
39,Jeremy Sisto
39,Dan Hedaya
39,Wallace Shawn
39,Twink Caplan
39,Justin Walker
39,Julie Brown
39,Nicole Bilderback
40,James Earl Jones
40,Charles S. Dutton
40,Jack Robinson
40,Tsholofelo Wechoemang
40,Ramalao Makhene
40,Richard Harris
40,Dolly Rathebe
40,Jennifer Steyn
40,Ian Roberts
40,David Clatworthy
41,Ian McKellen
41,Annette Bening
41,Jim Broadbent
41,Kristin Scott Thomas
41,Adrian Dunbar
41,Maggie Smith
41,Tim McInnerny
41,Robert Downey Jr.
41,Edward Hardwicke
41,Nigel Hawthorne
41,Jim Carter
41,Dominic West
41,John Wood
41,Roger Hammond
41,Bill Paterson
41,Donald Sumpter
41,James Dreyfus
41,Derek Lyons
42,Larenz Tate
42,Keith David
42,Chris Tucker
42,Freddy Rodríguez
42,Rose Jackson
42,N'Bushe Wright
42,Clifton Powell
42,Terrence Howard
42,Bokeem Woodbine
42,Sticky Fingaz
42,Clifton Collins Jr
42,Elizabeth Rodriguez
42,Michael Imperioli
43,Robert Downey Jr.
43,Meg Ryan
43,Sam Neill
43,David Thewlis
43,Hugh Grant
43,Polly Walker
43,Ian McKellen
43,Ian McDiarmid
43,Mary MacLeod
43,Willie Ross
44,Christopher Lambert
44,Robin Shou
44,Linden Ashby
44,Cary-Hiroyuki Tagawa
44,Bridgette Wilson
44,Talisa Soto
44,Trevor Goddard
44,Chris Casamassa
44,François Petit
44,Keith Cooke
44,Ed Boon
45,Nicole Kidman
45,Matt Dillon
45,Joaquin Phoenix
45,Casey Affleck
45,Illeana Douglas
45,Alison Folland
45,Dan Hedaya
45,Wayne Knight
45,David Cronenberg
45,Kurtwood Smith
45,Holland Taylor
45,Susan Traylor
45,Maria Tucci
45,Tim Hopper
46,Winona Ryder
46,Anne Bancroft
46,Ellen Burstyn
46,Kate Nelligan
46,Jean Simmons
46,Maya Angelou
46,Alfre Woodard
46,Dermot Mulroney
46,Lois Smith
46,Kate Capshaw
46,Rip Torn
46,Johnathon Schaech
46,Samantha Mathis
46,Joanna Going
46,Esther Rolle
46,Jared Leto
46,Claire Danes
46,Lecy Goranson
46,Holland Taylor
46,Tim Guinee
46,Derrick O'Connor
46,Loren Dean
46,Melinda Dillon
46,Richard Jenkins
46,Denis Arndt
46,Adam Baldwin
46,Michael McElroy
46,Ari Meyers
46,Jane Alden
46,Tamala Jones
46,Rae'Ven Larrymore Kelly
46,Alicia Goranson
46,Will Estes
46,Mykelti Williamson
47,Brad Pitt
47,Morgan Freeman
47,Gwyneth Paltrow
47,John C. McGinley
47,Kevin Spacey
47,R. Lee Ermey
47,Richard Roundtree
47,Richard Schiff
47,Julie Araskog
47,Mark Boone Junior
47,John Cassini
47,Reg E. Cathey
47,Peter Crombie
47,Hawthorne James
47,Michael Massee
47,Leland Orser
47,Richard Portnow
47,Daniel Zacapa
47,Alfonso Freeman
47,Harris Savides
47,Andrew Kevin Walker
47,Richmond Arquette
47,Pamala Tyson
47,Emily Wagner
47,Shannon Wilcox
47,George Christy
47,Endre Hules
47,William Davidson
47,Bob Collins
47,Dominique Jennings
47,Allan Kolman
47,Gene Borkan
47,Mario Di Donato
47,Harrison White
47,Bob Stephenson
47,Michael Reid MacKay
47,Lennie Loftin
47,Martin Serene
47,David Correia
47,Lexie Bigham
47,Evan Mirand
47,Paul Eckstein
47,Rachel Flanagan
47,Heidi Schanz
47,Brian Evers
47,James Deeth
47,Charles A. Tamburro
47,Charles S. Dutton
47,Arthur Max
48,Irene Bedard
48,Mel Gibson
48,David Ogden Stiers
48,John Kassir
48,Russell Means
48,Christian Bale
48,Judy Kuhn
48,Linda Hunt
48,Danny Mann
48,Billy Connolly
48,Joe Baker
48,Frank Welker
48,Michelle St. John
48,James Apaumut Fall
48,Gordon Tootoosis
48,Jim Cummings
49,Pascale Bussières
49,Rachael Crawford
49,Henry Czerny
49,Don McKellar
50,Stephen Baldwin
50,Gabriel Byrne
50,Chazz Palminteri
50,Kevin Pollak
50,Pete Postlethwaite
50,Kevin Spacey
50,Suzy Amis
50,Giancarlo Esposito
50,Benicio del Toro
50,Dan Hedaya
50,Paul Bartel
50,Carl Bressler
50,Christine Estabrook
50,Clark Gregg
50,Morgan Hunter
50,Louis Lombardi
50,Frank Medrano
50,Ron Gilbert
52,Woody Allen
52,Mira Sorvino
52,Helena Bonham Carter
52,F. Murray Abraham
52,Donald Symington
52,Claire Bloom
52,Olympia Dukakis
52,Michael Rapaport
52,David Ogden Stiers
52,Jack Warden
52,Peter Weller
52,Danielle Ferland
53,Enrico Lo Verso
53,Michele Placido
53,Piro Milkani
53,Carmelo Di Mazzarelli
53,Marjeta Ljarja
54,Steve Guttenberg
54,Olivia d'Abo
54,Jay O. Sanders
54,John Terry
54,Bug Hall
54,Jessica Robertson
54,Patrick Renna
54,Billy L. Sullivan
54,Chauncey Leopardi
54,Jordan Brower
54,Hayley Kolb
54,Haley Miller
54,Ashley Welch
55,Jennifer Jason Leigh
55,Mare Winningham
55,Ted Levine
55,Max Perlich
55,John Doe
55,John C. Reilly
55,Jimmy Witherspoon
55,Jason Carter
57,Holly Hunter
57,Robert Downey Jr.
57,Anne Bancroft
57,Charles Durning
57,Claire Danes
57,Dylan McDermott
57,Geraldine Chaplin
57,Steve Guttenberg
57,David Strathairn
57,Cynthia Stevenson
58,Philippe Noiret
58,Massimo Troisi
58,Maria Grazia Cucinotta
58,Renato Scarpa
58,Linda Moretti
58,Mariano Rigillo
58,Anna Bonaiuto
58,Simona Caparrini
58,Carlo Di Maio
58,Nando Neri
58,Vincenzo Di Sauro
58,Orazio Stracuzzi
58,Sergio Solli
58,Alfredo Cozzolino
59,Lothaire Bluteau
59,Patrick Goyette
59,Jean-Louis Millette
59,Kristin Scott Thomas
59,Ron Burrage
60,Hal Scardino
60,Litefoot
60,Lindsay Crouse
60,Richard Jenkins
60,Rishi Bhat
60,Steve Coogan
60,David Keith
60,Sakina Jaffrey
60,Vincent Kartheiser
60,Nestor Serrano
61,Sally Field
61,Kiefer Sutherland
61,Ed Harris
61,Beverly D'Angelo
61,Charlayne Woodard
61,Joe Mantegna
61,Olivia Burnette
61,Alexandra Kyle
61,Keith David
61,Philip Baker Hall
61,Natalija Nogulich
61,Armin Shimerman
61,Nicholas Cascone
61,Darrell Larson
61,Cynthia Rothrock
61,Wanda Acuna
61,Sierra Pecheur
62,Richard Dreyfuss
62,Glenne Headly
62,Jay Thomas
62,Olympia Dukakis
62,William H. Macy
62,Alicia Witt
62,Nicholas John Renner
62,Joseph Anderson
62,Anthony Natale
62,Jean Louisa Kelly
62,Terrence Howard
62,Damon Whitaker
62,Alexandra Boyd
62,Joanna Gleason
62,Beth Maitland
62,Joshua Minnick
63,Shawn Wayans
63,Marlon Wayans
63,Tracey Cherelle Jones
63,Chris Spencer
63,Vivica A. Fox
63,Rappin' Granny
63,Suli McCullough
63,Bernie Mac
63,Faizon Love
63,Keenen Ivory Wayans
63,Kim Wayans
63,Helen Martin
63,Virginia Watson
63,Darrel Heath
64,Sandra Bullock
64,Denis Leary
64,Yaphet Kotto
64,Stephen Dillane
64,Tracey Cherelle Jones
64,Julia Montgomery Brown
64,Claire Rankin
64,Jane Moffat
64,Mike Starr
64,Jonathan Tucker
64,Wayne Robson
64,Michael Badalucco
65,Pauly Shore
65,Stephen Baldwin
65,Joey Lauren Adams
65,Teresa Hill
65,William Atherton
65,Dara Tomanovich
65,Kevin West
65,Denise Dowse
65,Kylie Minogue
65,Kyle Gass
65,Jack Black
65,Rose McGowan
66,Patrick Bergin
66,Matt Frewer
66,Austin O'Brien
66,Ely Pouget
66,Camille Cooper
66,Patrick LaBrecque
66,Crystal Celeste Grant
66,Sean P. Young
66,Mathew Valencia
66,Kevin Conway
66,Trever O'Brien
66,Richard Fancy
66,Castulo Guerra
66,Molly Shannon
66,Ellis E. Williams
68,Victoria Abril
68,Josiane Balasko
68,Alain Chabat
68,Ticky Holgado
68,Catherine Hiegel
68,Katrine Boorman
68,Telsche Boorman
68,Véronique Barrault
69,Ice Cube
69,Chris Tucker
69,Nia Long
69,Tom Lister Jr.
69,John Witherspoon
69,Anna Maria Horsford
69,Regina King
69,Paula Jai Parker
69,Faizon Love
69,DJ Pooh
69,Tony Cox
69,Anthony Johnson
69,Bernie Mac
69,Meagan Good
69,Terri J. Vaughn
69,F. Gary Gray
69,Reynaldo Rey
69,Michael Clarke Duncan
70,George Clooney
70,Quentin Tarantino
70,Harvey Keitel
70,Juliette Lewis
70,Ernest Liu
70,Salma Hayek
70,Cheech Marin
70,Danny Trejo
70,Tom Savini
70,Fred Williamson
70,Michael Parks
70,Brenda Hillhouse
70,John Saxon
70,Marc Lawrence
70,Kelly Preston
70,John Hawkes
70,Tito Larriva
70,Peter Atanasoff
70,Johnny Vatos Hernandez
70,Aimee Graham
70,Heidi McNeal
70,Ernest M. Garcia
70,Gregory Nicotero
70,Cristos
70,Mike Moroff
70,Tia Texada
70,Janine Jordae
70,Ungela Brockman
70,Michelle Berube
70,Michael McKay
70,Jake McKinnon
70,Walter Phelan
70,Wayne Toth
71,William Baldwin
71,Cindy Crawford
71,Steven Berkoff
71,Christopher McDonald
71,Miguel Sandoval
71,Johann Carlo
71,Salma Hayek
71,John Bedford Lloyd
71,Jenette Goldstein
71,Paul Dillon
71,Olek Krupa
71,Gustav Vintas
71,Marc Macaulay
71,Ruben Rabasa
71,Sonny Carl Davis
71,Dan Hedaya
71,Antoni Corone
71,Dan Hedaya
72,Josh Hamilton
72,Olivia d'Abo
72,Carlos Jacott
72,Eric Stoltz
72,Chris Eigeman
72,Jason Wiles
72,Parker Posey
72,Samuel Gould
72,Catherine Kellner
72,Jonathan Baumbach
72,Peter Czernin
72,Eliza Roberts
72,Christopher Reed
72,Noah Baumbach
72,Dean Cameron
72,Elliott Gould
72,David DeLuise
72,Cara Buono
72,Perrey Reeves
72,Lauren Katz
72,John Lehr
73,Jean-Paul Belmondo
73,Michel Boujenah
73,Alessandra Martines
73,Salomé Lelouch
73,Annie Girardot
73,Philippe Léotard
73,Philippe Khorsand
73,Ticky Holgado
73,Rufus
73,Nicole Croisille
73,William Leymergie
73,Jean Marais
73,Micheline Presle
73,Darry Cowl
73,Clémentine Célarié
73,Daniel Toscan du Plantier
74,Christian Slater
74,Mary Stuart Masterson
74,Pamela Adlon
74,Josh Brolin
74,Brian Tarantina
74,Debra Monk
74,Mary Alice
74,Kenneth Cranham
74,Ally Walker
74,Anne Pitoniak
74,Michael Haley
74,Cass Morgan
74,Gina Torres
74,Nick Tate
74,Víctor Sierra
74,Michael Mantell
74,Zachary Chaltiel
74,Claire Jacobs
74,Paul Cassell
74,Yvonne Zima
74,Desiree Casado
74,Aldis Hodge
74,Jessica Brooks Grant
74,Jonathan Nocera
74,Leah Pepper
74,Donna Jean Fogel
74,S.A. Griffin
74,Edith Blume
74,Liz Sinclair
74,Al Cerullo
74,John D. Bair
74,Jamie Harrold
74,Adrian Lee
74,Andrea Leigh
74,Benjamin Rutkowski
76,Peter Weller
76,Roy Dupuis
76,Jennifer Rubin
76,Andrew Lauer
