movieId,title
220,Castle Freak
222,Circle of Friends
223,Clerks
224,Don Juan DeMarco
225,Disclosure
227,Drop Zone
228,Destiny Turns on the Radio
229,Death and the Maiden
230,Dolores Claiborne
231,Dumb and Dumber
232,Eat Drink Man Woman
233,Exotica
234,Exit to Eden
235,Ed Wood
236,French Kiss
237,Forget Paris
238,Far from Home: The Adventures of Yellow Dog
239,A Goofy Movie
240,Hideaway
241,Fluke
242,Farinelli
243,Gordy
244,Gumby: The Movie
245,The Glass Shield
246,Hoop Dreams
247,Heavenly Creatures
248,Houseguest
249,Immortal Beloved
250,Heavyweights
251,The Hunted
252,I.Q.
253,Interview with the Vampire
254,Jefferson in Paris
255,The Jerky Boys
256,Junior
257,Just Cause
258,A Kid in King Arthur's Court
259,Kiss of Death
260,Star Wars
261,Little Women
262,A Little Princess
263,Ladybird Ladybird
264,L'Enfer
265,Like Water for Chocolate
266,Legends of the Fall
267,Major Payne
268,Little Odessa
269,Mi Vida Loca
270,Love Affair
271,Losing Isaiah
272,The Madness of King George
273,Mary Shelley's Frankenstein
274,Man of the House
275,Mixed Nuts
276,Milk Money
277,Miracle on 34th Street
278,Miami Rhapsody
279,My Family
280,Murder in the First
281,Nobody's Fool
282,Nell
283,New Jersey Drive
285,Beyond Bedlam
287,Nina Takes a Lover
288,Natural Born Killers
289,Only You
290,Once Were Warriors
291,Poison Ivy II: Lily
292,Outbreak
293,Leon: The Professional
294,The Perez Family
295,A Pyromaniac's Love Story
296,Pulp Fiction
299,Priest
300,Quiz Show
301,Picture Bride
302,Queen Margot
303,The Quick and the Dead
304,Roommates
305,Prêt-à-Porter
306,Three Colors: Red
307,Three Colors: Blue
308,Three Colors: White
309,"Red Firecracker, Green Firecracker"
312,Stuart Saves His Family
313,The Swan Princess
314,The Secret of Roan Inish
315,The Specialist
316,Stargate
317,The Santa Clause
318,The Shawshank Redemption
319,Shallow Grave
320,Suture
321,Strawberry and Chocolate
322,Swimming with Sharks
324,The Sum of Us
325,Senior Trip
326,To Live
327,Tank Girl
328,Tales from the Crypt: Demon Knight
329,Star Trek: Generations
330,Tales from the Hood
331,Tom & Viv
332,Village of the Damned
333,Tommy Boy
334,Vanya on 42nd Street
335,The Underneath
336,The Walking Dead
337,What's Eating Gilbert Grape
338,Virtuosity
339,While You Were Sleeping
340,The War
341,Double Happiness
342,Muriel's Wedding
343,The Baby-Sitters Club
344,Ace Ventura: Pet Detective
345,"The Adventures of Priscilla, Queen of the Desert"
346,Backbeat
347,Bitter Moon
348,Bullets Over Broadway
349,Clear and Present Danger
350,The Client
351,"Corrina, Corrina"
352,Crooklyn
353,The Crow
354,Cobb
355,The Flintstones
356,Forrest Gump
357,Four Weddings and a Funeral
358,Higher Learning
360,I Love Trouble
361,It Could Happen to You
362,The Jungle Book
363,"The Wonderful, Horrible Life of Leni Riefenstahl"
364,The Lion King
365,Little Buddha
366,New Nightmare
367,The Mask
368,Maverick
369,Mrs. Parker and the Vicious Circle
370,The Naked Gun 33⅓: The Final Insult
371,The Paper
372,Reality Bites
373,Red Rock West
374,Ri¢hie Ri¢h
375,Safe Passage
376,The River Wild
377,Speed
378,Speechless
379,Timecop
380,True Lies
381,When a Man Loves a Woman
382,Wolf
383,Wyatt Earp
384,Bad Company
387,A Low Down Dirty Shame
388,"Boys Life: Three Stories of Love, Lust, and Liberation"
389,Colonel Chabert
390,"Faster, Pussycat! Kill! Kill!"
391,Jason's Lyric
392,The Secret Adventures of Tom Thumb
393,Street Fighter
401,Mirage
405,Highlander: The Final Dimension
407,In the Mouth of Madness
408,8 Seconds
409,Above the Rim
410,Addams Family Values
412,The Age of Innocence
413,Airheads
414,The Air Up There
415,Another Stakeout
416,Bad Girls
417,Barcelona
418,Being Human
419,The Beverly Hillbillies
420,Beverly Hills Cop III
421,Black Beauty
422,Blink
423,Blown Away
424,Blue Chips
425,Blue Sky
426,Body Snatchers
427,Boxing Helena
428,A Bronx Tale
429,Cabin Boy
431,Carlito's Way
432,City Slickers II: The Legend of Curly's Gold
433,Clean Slate
434,Cliffhanger
435,Coneheads
436,Color of Night
437,Cops & Robbersons
438,The Cowboy Way
439,Dangerous Game
440,Dave
441,Dazed and Confused
442,Demolition Man
443,The Endless Summer 2
444,Even Cowgirls Get the Blues
445,Fatal Instinct
446,Farewell My Concubine
447,The Favor
448,Fearless
449,Fear of a Black Hat
450,With Honors
451,Flesh and Bone
452,Widows' Peak
453,For Love or Money
454,The Firm
455,Free Willy
456,Fresh
457,The Fugitive
458,Geronimo: An American Legend
459,The Getaway
460,Getting Even with Dad
461,Go Fish
463,Guilty as Sin
464,Hard Target
465,Heaven & Earth
466,Hot Shots! Part Deux
467,Live Nude Girls
468,The Englishman Who Went Up a Hill But Came Down a Mountain
469,The House of the Spirits
470,House Party 3
471,The Hudsucker Proxy
472,I'll Do Anything
473,In the Army Now
474,In the Line of Fire
475,In the Name of the Father
476,The Inkwell
477,What's Love Got to Do with It
479,Judgment Night
480,Jurassic Park
481,Kalifornia
482,Killing Zoe
483,King of the Hill
484,Lassie
485,Last Action Hero
486,Life With Mikey
487,Lightning Jack
488,M. Butterfly
489,Made in America
490,Malice
491,The Man without a Face
492,Manhattan Murder Mystery
493,Menace II Society
494,Executive Decision
495,In the Realm of the Senses
496,What Happened Was...
497,Much Ado About Nothing
498,Mr. Jones
499,Mr. Wonderful
500,Mrs. Doubtfire
501,Naked
502,The Next Karate Kid
504,No Escape
505,North
506,Orlando
507,A Perfect World
508,Philadelphia
509,The Piano
510,Poetic Justice
511,The Program
512,The Puppet Masters
513,Radioland Murders
514,The Ref
515,The Remains of the Day
516,Renaissance Man
517,Rising Sun
518,The Road to Wellville
519,RoboCop 3
520,Robin Hood: Men in Tights
521,Romeo Is Bleeding
522,Romper Stomper
523,Ruby in Paradise
524,Rudy
526,Savage Nights
527,Schindler's List
528,The Scout
529,Searching for Bobby Fischer
531,The Secret Garden
532,Serial Mom
533,The Shadow
534,Shadowlands
535,Short Cuts
536,A Simple Twist of Fate
537,Sirens
538,Six Degrees of Separation
539,Sleepless in Seattle
540,Sliver
541,Blade Runner
542,Son in Law
543,So I Married an Axe Murderer
544,Striking Distance
546,Super Mario Bros.
547,Surviving the Game
548,Terminal Velocity
549,Thirty Two Short Films About Glenn Gould
550,Threesome
551,The Nightmare Before Christmas
552,The Three Musketeers
553,Tombstone
554,Trial by Jury
555,True Romance
556,The War Room
558,The Pagemaster
559,"Paris, France"
561,Killer
562,Welcome to the Dollhouse
563,Germinal
564,Chasers
565,Cronos
567,Kika
568,Bhaji on the Beach
569,Little Big League
571,Wide Eyed and Legless
573,"Ciao, Professore!"
574,Spanking the Monkey
575,The Little Rascals
577,Andre
580,Princess Caraboo
581,The Celluloid Closet
582,Café au Lait
585,The Brady Bunch Movie
586,Home Alone
587,Ghost
588,Aladdin
589,Terminator 2: Judgment Day
590,Dances with Wolves
592,Batman
593,The Silence of the Lambs
594,Snow White and the Seven Dwarfs
595,Beauty and the Beast
596,Pinocchio
597,Pretty Woman
599,The Wild Bunch
600,Love and a .45
603,Bye Bye Love
605,One Fine Day
606,Candyman: Farewell to the Flesh
608,Fargo
609,Homeward Bound II: Lost in San Francisco
610,Heavy Metal
611,Hellraiser: Bloodline
612,The Pallbearer
613,Jane Eyre
614,Loaded
615,Bread and Chocolate
616,The Aristocats
617,The Flower of My Secret
619,Ed
620,Scream of Stone
621,My Favorite Season
626,A Thin Line Between Love and Hate
627,The Last Supper
628,Primal Fear
630,Carried Away
631,All Dogs Go to Heaven 2
632,Land and Freedom
633,Denise Calls Up
635,A Family Thing
637,Sgt. Bilko
638,Jack & Sarah
639,Girl 6
640,Diabolique
647,Courage Under Fire
648,Mission: Impossible
650,Moll Flanders
651,The Superwife
653,DragonHeart
656,Eddie
659,Purple Noon
661,James and the Giant Peach
662,Fear
663,Kids in the Hall: Brain Candy
664,Faithful
665,Underground
667,Bloodsport II
668,Pather Panchali
670,The World of Apu
671,Mystery Science Theater 3000: The Movie
673,Space Jam
674,Barbarella
678,Some Folks Call It a Sling Blade
679,The Run of the Country
680,Alphaville
681,Coup de Torchon
685,It's My Party
687,Country Life
688,Operation Dumbo Drop
690,The Promise
690,The Promise
691,Mrs. Winterbourne
692,Solo
694,The Substitute
695,True Crime
696,Butterfly Kiss
697,Feeling Minnesota
698,Delta of Venus
700,Angus
702,Faces
703,Boys
704,The Quest
705,Cosi
707,Mulholland Falls
708,The Truth About Cats & Dogs
709,Oliver & Company
710,Celtic Pride
711,Flipper
714,Dead Man
715,The Horseman on the Roof
718,The Visitors
719,Multiplicity
722,"The Haunted World of Edward D. Wood, Jr."
724,The Craft
725,The Great White Hype
726,Last Dance
728,Cold Comfort Farm
731,Heaven's Prisoners
733,The Rock
735,Cemetery Man
736,Twister
737,Barb Wire
741,Ghost in the Shell
742,Thinner
743,Spy Hard
745,A Close Shave
746,Force of Evil
747,The Stupids
748,The Arrival
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
753,A Month by the Lake
754,Gold Diggers: The Secret of Bear Mountain
755,Kim
756,Carmen Miranda: Bananas Is My Business
757,Ashes of Time
759,Maya Lin: A Strong Clear Vision
760,Stalingrad
761,The Phantom
762,Striptease
764,Heavy
765,Jack
766,I Shot Andy Warhol
767,The Grass Harp
775,Spirits of the Dead
778,Trainspotting
779,Til There Was You
780,Independence Day
781,Stealing Beauty
782,The Fan
783,The Hunchback of Notre Dame
784,The Cable Guy
785,Kingpin
786,Eraser
787,The Gate of Heavenly Peace
788,The Nutty Professor
793,My Life and Times With Antonin Artaud
798,Daylight
799,The Frighteners
800,Lone Star
801,Harriet the Spy
802,Phenomenon
803,Walking and Talking
804,She's the One
805,A Time to Kill
806,American Buffalo
808,Alaska
809,Fled
810,Kazaam
813,Larger Than Life
816,Two Deaths
818,A Very Brady Sequel
820,Death in the Garden
824,Kaspar Hauser
828,The Adventures of Pinocchio
829,Joe's Apartment
830,The First Wives Club
831,Stonewall
832,Ransom
833,High School High
834,Phat Beach
835,Foxfire
836,Chain Reaction
837,Matilda
838,Emma
839,The Crow: City of Angels
840,House Arrest
841,Eyes Without a Face
842,Bordello of Blood
844,The Story of Xinghua
845,The Day the Sun Turned Cold
846,Flirt
848,The Spitfire Grill
849,Escape from L.A.
850,Cyclo
851,Basquiat
852,Tin Cup
854,The Ballad of Narayama
858,The Godfather
861,Police Story 3: Supercop
864,Wife
864,Wife
865,Small Faces
866,Bound
867,Carpool
869,Kansas City
870,Gone Fishin'
872,Vive L'Amour
875,Nothing to Lose
876,Project S
879,The Relic
880,The Island of Dr. Moreau
881,First Kid
882,The Trigger Effect
885,Bogus
886,Bulletproof
888,The Land Before Time III: The Time of the Great Giving
889,1-900
891,Halloween: The Curse of Michael Myers
892,Twelfth Night
893,Mother Night
896,Wild Reeds
897,For Whom the Bell Tolls
898,The Philadelphia Story
899,Singin' in the Rain
900,An American in Paris
901,Funny Face
902,Breakfast at Tiffany's
903,Vertigo
904,Rear Window
905,It Happened One Night
906,Gaslight
907,The Gay Divorcee
908,North by Northwest
909,The Apartment
910,Some Like It Hot
911,Charade
912,Casablanca
913,The Maltese Falcon
914,My Fair Lady
915,Sabrina
916,Roman Holiday
917,The Little Princess
918,Meet Me in St. Louis
919,The Wizard of Oz
920,Gone with the Wind
921,My Favorite Year
922,Sunset Boulevard
923,Citizen Kane
924,2001: A Space Odyssey
926,All About Eve
927,The Women
928,Rebecca
929,Foreign Correspondent
930,Notorious
931,Spellbound
932,An Affair to Remember
933,To Catch a Thief
934,Father of the Bride
935,The Band Wagon
936,Ninotchka
937,Love in the Afternoon
938,Gigi
939,The Reluctant Debutante
940,The Adventures of Robin Hood
941,The Mark of Zorro
942,Laura
943,The Ghost and Mrs. Muir
944,Lost Horizon
945,Top Hat
946,To Be or Not to Be
947,My Man Godfrey
948,Giant
949,East of Eden
950,The Thin Man
951,His Girl Friday
952,Around the World in Eighty Days
953,It's a Wonderful Life
954,Mr. Smith Goes to Washington
955,Bringing Up Baby
956,Penny Serenade
957,The Scarlet Letter
960,Angel on My Shoulder
961,Little Lord Fauntleroy
962,They Made Me a Criminal
963,The Inspector General
964,Angel and the Badman
965,The 39 Steps
966,A Walk in the Sun
968,Night of the Living Dead
969,The African Queen
970,Beat the Devil
971,Cat on a Hot Tin Roof
972,The Last Time I Saw Paris
973,Meet John Doe
976,A Farewell to Arms
976,A Farewell to Arms
980,"Yes, Madam"
981,Dangerous Ground
982,Picnic
984,The Pompatus of Love
986,Fly Away Home
987,Bliss
988,Grace of My Heart
990,Maximum Risk
991,Michael Collins
992,The Rich Man's Wife
994,Big Night
996,Last Man Standing
997,Caught
998,Set It Off
999,2 Days in the Valley
1003,Extreme Measures
1004,The Glimmer Man
1005,D3: The Mighty Ducks
1006,The Chamber
1007,The Apple Dumpling Gang
1008,"Davy Crockett, King of the Wild Frontier"
1009,Escape to Witch Mountain
1010,The Love Bug
1011,Herbie Rides Again
1012,Old Yeller
1013,The Parent Trap
1014,Pollyanna
1015,Homeward Bound: The Incredible Journey
1016,The Shaggy Dog
1017,Swiss Family Robinson
1018,That Darn Cat!
1019,"20,000 Leagues Under the Sea"
1020,Cool Runnings
1021,Angels in the Outfield
1022,Cinderella
1023,Winnie the Pooh and the Blustery Day
1024,The Three Caballeros
1025,The Sword in the Stone
1026,So Dear to My Heart
1027,Robin Hood: Prince of Thieves
1028,Mary Poppins
1029,Dumbo
1030,Pete's Dragon
1031,Bedknobs and Broomsticks
1032,Alice in Wonderland
1033,The Fox and the Hound
1034,Freeway
1035,The Sound of Music
1036,Die Hard
1037,The Lawnmower Man
1040,The Secret Agent
1041,Secrets & Lies
1042,That Thing You Do!
1043,To Gillian on Her 37th Birthday
1044,Surviving Picasso
1046,Beautiful Thing
1047,The Long Kiss Goodnight
1049,The Ghost and the Darkness
1050,Looking for Richard
1051,Trees Lounge
1053,Normal Life
1054,Get on the Bus
1055,Shadow Conspiracy
1056,Jude
1057,Everyone Says I Love You
1059,Romeo + Juliet
1060,Swingers
1061,Sleepers
1063,Johns
1064,Aladdin and the King of Thieves
1066,Shall We Dance
1067,A Damsel in Distress
1068,Crossfire
1069,"Murder, My Sweet"
1073,Willy Wonka & the Chocolate Factory
1076,The Innocents
1077,Sleeper
1078,Bananas
1079,A Fish Called Wanda
1080,Life of Brian
1081,Victor/Victoria
1082,The Candidate
1083,The Great Race
1084,Bonnie and Clyde
1085,The Old Man and the Sea
1086,Dial M for Murder
1087,Madame Butterfly
1088,Dirty Dancing
1089,Reservoir Dogs
1090,Platoon
1091,Weekend at Bernie's
1092,Basic Instinct
1093,The Doors
1094,The Crying Game
1095,Glengarry Glen Ross
1096,Sophie's Choice
1097,E.T. the Extra-Terrestrial
1099,A Christmas Carol
1100,Days of Thunder
1101,Top Gun
1103,Rebel Without a Cause
1104,A Streetcar Named Desire
1105,Children of the Corn IV: The Gathering
1111,Microcosmos
1112,Palookaville
1113,The Associate
1114,The Funeral
1120,The People vs. Larry Flynt
1123,A Perfect Candidate
1124,On Golden Pond
1125,The Return of the Pink Panther
1126,Drop Dead Fred
1127,The Abyss
1128,The Fog
1129,Escape from New York
1130,The Howling
1131,Jean de Florette
1132,Manon of the Spring
1135,Private Benjamin
1136,Monty Python and the Holy Grail
1137,Hustler White
1145,Snowriders
1147,When We Were Kings
1148,The Wrong Trousers
1150,The Return of Martin Guerre
1151,Faust
1152,He Walked by Night
1153,Raw Deal
1154,T-Men
1161,The Tin Drum
1162,The Ruling Class
1163,Mina Tannenbaum
1164,2 or 3 Things I Know About Her
1165,The Bloody Child
1167,Dear God
1168,Bad Moon
1169,American Dream
1171,Bob Roberts
1172,Cinema Paradiso
1173,"The Cook, the Thief, His Wife & Her Lover"
1174,Dead Tired
1175,Delicatessen
1176,The Double Life of Veronique
1177,Enchanted April
1178,Paths of Glory
1179,The Grifters
1180,Hear My Song
1181,The Shooter
1183,The English Patient
1184,Mediterraneo
1185,My Left Foot: The Story of Christy Brown
1186,"Sex, Lies, and Videotape"
1187,Passion Fish
1188,Strictly Ballroom
1189,The Thin Blue Line
1190,Tie Me Up! Tie Me Down!
1191,Madonna: Truth or Dare
1192,Paris is Burning
1193,One Flew Over the Cuckoo's Nest
1194,Up in Smoke
1196,The Empire Strikes Back
1197,The Princess Bride
1198,Raiders of the Lost Ark
1199,Brazil
1200,Aliens
1201,"The Good, the Bad and the Ugly"
1202,Withnail & I
1203,12 Angry Men
1204,Lawrence of Arabia
1206,A Clockwork Orange
1207,To Kill a Mockingbird
1208,Apocalypse Now
1209,Once Upon a Time in the West
1210,Return of the Jedi
1211,Wings of Desire
1212,The Third Man
1213,GoodFellas
1214,Alien
1215,Army of Darkness
1216,The Big Blue
1217,Ran
1218,The Killer
1219,Psycho
1220,The Blues Brothers
1221,The Godfather: Part II
1222,Full Metal Jacket
1223,A Grand Day Out
1224,Henry V
1225,Amadeus
1226,The Quiet Man
1227,Once Upon a Time in America
1228,Raging Bull
1230,Annie Hall
1231,The Right Stuff
1232,Stalker
1233,Das Boot
1234,The Sting
1235,Harold and Maude
1236,Trust
1237,The Seventh Seal
1238,Local Hero
1240,The Terminator
1241,Braindead
1242,Glory
1243,Rosencrantz & Guildenstern Are Dead
1244,Manhattan
1245,Miller's Crossing
1246,Dead Poets Society
1247,The Graduate
1248,Touch of Evil
1249,La Femme Nikita
1250,The Bridge on the River Kwai
1251,8½
1252,Chinatown
1253,The Day the Earth Stood Still
1254,The Treasure of the Sierra Madre
1255,Bad Taste
1256,Duck Soup
1257,Better Off Dead...
1258,The Shining
1259,Stand by Me
1260,M
1261,Evil Dead II
1262,The Great Escape
1263,The Deer Hunter
1264,Diva
1265,Groundhog Day
1266,Unforgiven
1267,The Manchurian Candidate
1268,Pump up the Volume
1269,Arsenic and Old Lace
1270,Back to the Future
1271,Fried Green Tomatoes
1272,Patton
1273,Down by Law
1274,Akira
1275,Highlander
1276,Cool Hand Luke
1277,Cyrano de Bergerac
1278,Young Frankenstein
1279,Night on Earth
1280,Raise the Red Lantern
1281,The Great Dictator
1282,Fantasia
1283,High Noon
1284,The Big Sleep
1285,Heathers
1286,Somewhere in Time
1287,Ben-Hur
1288,This Is Spinal Tap
1289,Koyaanisqatsi
1290,Some Kind of Wonderful
1291,Indiana Jones and the Last Crusade
1292,Being There
1293,Gandhi
1295,The Unbearable Lightness of Being
1296,A Room with a View
1297,Real Genius
1298,Pink Floyd: The Wall
1299,The Killing Fields
1300,My Life as a Dog
1301,Forbidden Planet
1302,Field of Dreams
1303,The Man Who Would Be King
1304,Butch Cassidy and the Sundance Kid
1305,"Paris, Texas"
1306,Until the End of the World
1307,When Harry Met Sally...
1310,Hype!
1311,Santa with Muscles
1312,Female Perversions
1317,I'm Not Rappaport
1320,Alien³
1321,An American Werewolf in London
1322,Amityville: It's About Time
1323,Amityville 3-D
1324,Amityville: Dollhouse
1325,Amityville: A New Generation
1326,Amityville II: The Possession
1327,The Amityville Horror
1328,The Amityville Curse
1329,Blood for Dracula
1330,April Fool's Day
1331,Audrey Rose
1332,The Believers
1333,The Birds
1334,The Blob
1335,Blood Beach
1336,Body Parts
1337,The Body Snatcher
1339,Dracula
1340,Bride of Frankenstein
1341,Burnt Offerings
1342,Candyman
1343,Cape Fear
1344,Cape Fear
1345,Carrie
1346,Cat People
1347,A Nightmare on Elm Street
1348,Nosferatu
1349,Vampire in Venice
1350,The Omen
1351,Blood and Wine
1352,Albino Alligator
1353,The Mirror Has Two Faces
1354,Breaking the Waves
1355,Nightwatch
1356,Star Trek: First Contact
1357,Shine
1358,Sling Blade
1359,Jingle All the Way
1361,Paradise Lost: The Child Murders at Robin Hood Hills
1363,The Preacher's Wife
1365,Ridicule
1366,The Crucible
1367,101 Dalmatians
1369,I Can't Sleep
1370,Die Hard 2
1371,Star Trek: The Motion Picture
1372,Star Trek VI: The Undiscovered Country
1373,Star Trek V: The Final Frontier
1374,Star Trek II: The Wrath of Khan
1375,Star Trek III: The Search for Spock
1376,Star Trek IV: The Voyage Home
1377,Batman Returns
1378,Young Guns
1379,Young Guns II
1380,Grease
1381,Grease 2
1382,Marked for Death
1384,The Substance of Fire
1385,Under Siege
1387,Jaws
1388,Jaws 2
1389,Jaws 3-D
1390,My Fellow Americans
1391,Mars Attacks!
1392,Citizen Ruth
1393,Jerry Maguire
1394,Raising Arizona
1395,Tin Men
1396,Sneakers
1397,Bastard Out of Carolina
1398,In Love and War
1399,Marvin's Room
1401,Ghosts of Mississippi
1404,Night Falls on Manhattan
1405,Beavis and Butt-Head Do America
1406,La Cérémonie
1407,Scream
1408,The Last of the Mohicans
1409,Michael
1410,The Evening Star
1411,Hamlet
1413,The Whole Wide World
1414,Mother
1415,Thieves
1416,Evita
1417,The Portrait of a Lady
1419,Walkabout
1420,Message to Love: The Isle of Wight Festival
1422,Murder at 1600
1423,Hearts and Minds
1425,Fierce Creatures
1427,Turbulence
1428,Angel Baby
1429,First Strike
1430,Underworld
1431,Beverly Hills Ninja
1432,Metro
1433,The Machine
1437,The Cement Garden
1438,Dante's Peak
1440,Amos & Andrew
1441,Benny & Joon
1442,Prefontaine
1444,Guantanamera
1445,McHale's Navy
1446,Kolya
1447,Gridlock'd
1449,Waiting for Guffman
1450,Prisoner of the Mountains
1453,The Beautician and the Beast
1454,SubUrbia
1455,Hotel de Love
1456,The Pest
1457,Fools Rush In
1458,Touch
1459,Absolute Power
1460,That Darn Cat
1461,Vegas Vacation
1463,That Old Feeling
1464,Lost Highway
1465,Rosewood
1466,Donnie Brasco
1468,Booty Call
1472,City of Industry
1473,Best Men
1474,Jungle 2 Jungle
1475,Kama Sutra - A Tale of Love
1476,Private Parts
1479,The Saint
1480,Smilla's Sense of Snow
1482,The Van
1483,Crash
1484,The Daytrippers
1485,Liar Liar
1487,Selena
1488,The Devil's Own
1489,Cats Don't Dance
1490,B.A.P.S.
1493,Love and Other Catastrophes
1495,Turbo: A Power Rangers Movie
1497,Double Team
1498,Inventing the Abbotts
1499,Anaconda
1500,Grosse Pointe Blank
1501,Keys to Tulsa
1502,Kissed
1503,8 Heads in a Duffel Bag
1504,Hollow Reed
1507,Paradise Road
1508,Traveller
1513,Romy and Michele's High School Reunion
1515,Volcano
1516,Children of the Revolution
1517,Austin Powers: International Man of Mystery
1518,Breakdown
1523,"Truth or Consequences, N.M."
1525,Warriors of Virtue
1526,Fathers' Day
1527,The Fifth Element
1529,Nowhere
1531,Losing Chase
1532,Sprung
690,The Promise
690,The Promise
1535,Love! Valour! Compassion!
1537,Shall We Dance?
1539,Twin Town
1541,Addicted to Love
1542,Brassed Off
1543,The Designated Mourner
1544,The Lost World: Jurassic Park
1545,Ponette
1546,Schizopolis
1549,Rough Magic
1550,Trial and Error
1552,Con Air
1554,The Pillow Book
1555,To Have (Or Not)
1556,Speed 2: Cruise Control
1562,Batman & Robin
1563,Dream with the Fishes
1564,Roseanna's Grave
1566,Hercules
1569,My Best Friend's Wedding
1570,Tetsuo II: Body Hammer
1571,When the Cat's Away
1572,Contempt
1573,Face/Off
1575,Gabbeh
1580,Men in Black
1581,Out to Sea
1582,Wild America
1583,A Simple Wish
1584,Contact
1586,G.I. Jane
1587,Conan the Barbarian
1588,George of the Jungle
1589,Cop Land
1590,Event Horizon
1591,Spawn
1592,Air Bud
1593,Picture Perfect
1594,In the Company of Men
1595,Free Willy 3: The Rescue
1596,Career Girls
1597,Conspiracy Theory
1598,Desperate Measures
1599,Steel
1600,She's So Lovely
1601,Hoodlum
1602,Leave it to Beaver
1603,Mimic
1604,Money Talks
1605,Excess Baggage
1606,Kull the Conqueror
1608,Air Force One
1609,One Eight Seven
1610,The Hunt for Red October
1611,My Own Private Idaho
1612,"Kiss Me, Guido"
1613,Star Maps
1614,In & Out
1615,The Edge
1616,The Peacemaker
